Sno,Institute Name,State,District,Type,Affiliating University,Program,Level,Course,Acred. Till,Intake
589,SANJIVANI RURAL EDUCATION SOCIETY S SANJIVANI COLLEGE OF ENGINEERING,Maharashtra,AHMEDNAGAR,Private-Self Financing,"University of Pune, Pune",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2022,60
590,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY DINDIGUL,Tamil Nadu,DINDIGUL,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,240
591,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY DINDIGUL,Tamil Nadu,DINDIGUL,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,240
592,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY DINDIGUL,Tamil Nadu,DINDIGUL,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2022,180
593,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY DINDIGUL,Tamil Nadu,DINDIGUL,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,BIOMEDICAL ENGINEERING,30-06-2022,60
594,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY DINDIGUL,Tamil Nadu,DINDIGUL,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2022,120
595,PSNA COLLEGE OF ENGINEERING AND TECHNOLOGY DINDIGUL,Tamil Nadu,DINDIGUL,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,120
596,TECHNOCRATS INSTITUTE OF TECHNOLOGY,Madhya Pradesh,BHOPAL,Private-Self Financing,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,60
597,TECHNOCRATS INSTITUTE OF TECHNOLOGY,Madhya Pradesh,BHOPAL,Private-Self Financing,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,120
598,TECHNOCRATS INSTITUTE OF TECHNOLOGY,Madhya Pradesh,BHOPAL,Private-Self Financing,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,180
599,RAMACHANDRA COLLEGE OF ENGINEERING,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,180
600,RAMACHANDRA COLLEGE OF ENGINEERING,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2021,180
601,RAMACHANDRA COLLEGE OF ENGINEERING,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,60
602,TRIDENT ACADEMY OF TECHNOLOGY,Odisha,KHORDHA,Private-Self Financing,"Biju Patnaik University of Technology, Bhubaneswar",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,30-06-2021,60
603,TRIDENT ACADEMY OF TECHNOLOGY,Odisha,KHORDHA,Private-Self Financing,"Biju Patnaik University of Technology, Bhubaneswar",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,180
604,MAHARAJA AGRASEN INSTITUTE OF TECHNOLOGY,Delhi,WEST DELHI,Private-Self Financing,"Guru Gobind Singh Indraprastha University, Delhi",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,30-06-2021,60
605,MAHARAJA AGRASEN INSTITUTE OF TECHNOLOGY,Delhi,WEST DELHI,Private-Self Financing,"Guru Gobind Singh Indraprastha University, Delhi",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,180
606,MAHARAJA AGRASEN INSTITUTE OF TECHNOLOGY,Delhi,WEST DELHI,Private-Self Financing,"Guru Gobind Singh Indraprastha University, Delhi",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL AND AUTOMATION ENGINEERING,30-06-2021,60
607,MAHARAJA AGRASEN INSTITUTE OF TECHNOLOGY,Delhi,WEST DELHI,Private-Self Financing,"Guru Gobind Singh Indraprastha University, Delhi",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,60
608,MAHARAJA AGRASEN INSTITUTE OF TECHNOLOGY,Delhi,WEST DELHI,Private-Self Financing,"Guru Gobind Singh Indraprastha University, Delhi",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2021,120
609,IES S MANAGEMENT COLLEGE AND RESEARCH CENTRE,Maharashtra,MUMBAI SUBURBAN,Private-Self Financing,None,MANAGEMENT,POST GRADUATE DIPLOMA,PGDM,30-06-2022,210
610,BALAJI INSTITUTE OF TECHNOLOGY SCIENCE,Telangana,WARANGAL,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,180
611,BALAJI INSTITUTE OF TECHNOLOGY SCIENCE,Telangana,WARANGAL,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,180
612,BALAJI INSTITUTE OF TECHNOLOGY SCIENCE,Telangana,WARANGAL,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
613,BALAJI INSTITUTE OF TECHNOLOGY SCIENCE,Telangana,WARANGAL,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2022,120
614,GMR INSTITUTE OF TECHNOLOGY,Andhra Pradesh,SRIKAKULAM,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,120
615,GMR INSTITUTE OF TECHNOLOGY,Andhra Pradesh,SRIKAKULAM,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2021,120
616,GMR INSTITUTE OF TECHNOLOGY,Andhra Pradesh,SRIKAKULAM,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,180
617,GMR INSTITUTE OF TECHNOLOGY,Andhra Pradesh,SRIKAKULAM,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,180
618,GMR INSTITUTE OF TECHNOLOGY,Andhra Pradesh,SRIKAKULAM,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,180
619,GMR INSTITUTE OF TECHNOLOGY,Andhra Pradesh,SRIKAKULAM,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,120
620,GREEN HEAVEN INSTITUTE OF MANAGEMENT RESEARCH,Maharashtra,NAGPUR,Private-Self Financing,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",MANAGEMENT,POST GRADUATE,MBA,15-07-2024,120
621,A D PATEL INSTITUTE OF TECHNOLOGY,Gujarat,ANAND,Private-Self Financing,"The Charutar Vidya Mandal (CVM) University, Vallabh Vidyanagar",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2022,120
622,A D PATEL INSTITUTE OF TECHNOLOGY,Gujarat,ANAND,Private-Self Financing,"The Charutar Vidya Mandal (CVM) University, Vallabh Vidyanagar",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,FOOD PROCESSING TECHNOLOGY,30-06-2022,60
623,A D PATEL INSTITUTE OF TECHNOLOGY,Gujarat,ANAND,Private-Self Financing,"The Charutar Vidya Mandal (CVM) University, Vallabh Vidyanagar",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL ENGINEERING,30-06-2022,30
624,A D PATEL INSTITUTE OF TECHNOLOGY,Gujarat,ANAND,Private-Self Financing,"The Charutar Vidya Mandal (CVM) University, Vallabh Vidyanagar",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
625,INTERNATIONAL INSTITUTE OF HEALTH MANAGEMENT RESEARCH,Delhi,WEST DELHI,Private-Self Financing,None,MANAGEMENT,POST GRADUATE DIPLOMA,POST GRADUATE DIPLOMA IN MANAGEMENT (HOSPITAL AND HEALTH MANAGEMENT),30-06-2021,180
626,KLE TECHNOLOGICAL UNIVERSITY,Karnataka,DHARWAD,State Private University,KLE Technological University Hubballi,ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2022,120
627,KLE TECHNOLOGICAL UNIVERSITY,Karnataka,DHARWAD,State Private University,KLE Technological University Hubballi,ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,180
628,KLE TECHNOLOGICAL UNIVERSITY,Karnataka,DHARWAD,State Private University,KLE Technological University Hubballi,ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2023,300
629,KLE TECHNOLOGICAL UNIVERSITY,Karnataka,DHARWAD,State Private University,KLE Technological University Hubballi,ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATION ENGINEERING,30-06-2023,300
630,KLE TECHNOLOGICAL UNIVERSITY,Karnataka,DHARWAD,State Private University,KLE Technological University Hubballi,ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,BIOTECHNOLOGY,30-06-2023,60
631,G H G KHALSA COLLEGE OF PHARMACY,Punjab,LUDHIANA,Private-Self Financing,"Punjab Technical University, Jalandhar",PHARMACY,UNDER GRADUATE,PHARMACY,30-06-2022,100
632,VEL TECH RANGARAJAN DR SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,30-06-2021,960
633,VEL TECH RANGARAJAN DR SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,60
634,VEL TECH RANGARAJAN DR SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGINEERING,30-06-2021,570
635,MALLA REDDY INSTITUTE OF TECHNOLOGY SCIENCE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,180
636,MALLA REDDY INSTITUTE OF TECHNOLOGY SCIENCE,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,180
637,VIDYA JYOTHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,120
638,VIDYA JYOTHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,240
639,VIDYA JYOTHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,120
640,VIDYA JYOTHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,240
641,VIDYA JYOTHI INSTITUTE OF TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2021,180
642,NEW HORIZON COLLEGE OF ENGINEERING E T,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,120
643,NEW HORIZON COLLEGE OF ENGINEERING E T,Karnataka,BANGALORE URBAN,Private-Self Financing,"Visvesvaraya?Technological University, Belgaum",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION SCIENCE AND ENGINEERING,30-06-2021,180
644,VEER SURENDRA SAI UNIVERSITY OF TECHNOLOGY BURLA,Odisha,SAMBALPUR,Govt aided,"Veer Surendra Sai University of Technology, Burla",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,120
645,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2023,240
646,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2023,240
647,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2023,180
648,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2023,300
649,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2023,180
650,SAGI RAMAKRISHNAM RAJU ENGINEERING COLLEGE,Andhra Pradesh,WEST GODAVARI,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2023,240
651,QIS COLLEGE OF ENGINEERING TECHNOLOGY,Andhra Pradesh,PRAKASAM,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2021,240
652,QIS COLLEGE OF ENGINEERING TECHNOLOGY,Andhra Pradesh,PRAKASAM,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2021,300
653,QIS COLLEGE OF ENGINEERING TECHNOLOGY,Andhra Pradesh,PRAKASAM,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2021,120
654,QIS COLLEGE OF ENGINEERING TECHNOLOGY,Andhra Pradesh,PRAKASAM,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2021,60
655,G H RAISONI COLLEGE OF ENGINEERING NAGPUR,Maharashtra,NAGPUR,Private-Self Financing,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL ENGINEERING,30-06-2022,60
656,G H RAISONI COLLEGE OF ENGINEERING NAGPUR,Maharashtra,NAGPUR,Private-Self Financing,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS ENGINEERING,30-06-2023,60
657,G H RAISONI COLLEGE OF ENGINEERING NAGPUR,Maharashtra,NAGPUR,Private-Self Financing,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,30-06-2023,60
658,G H RAISONI COLLEGE OF ENGINEERING NAGPUR,Maharashtra,NAGPUR,Private-Self Financing,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,INFORMATION TECHNOLOGY,30-06-2021,180
659,G H RAISONI COLLEGE OF ENGINEERING NAGPUR,Maharashtra,NAGPUR,Private-Self Financing,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2021,90
660,G H RAISONI COLLEGE OF ENGINEERING NAGPUR,Maharashtra,NAGPUR,Private-Self Financing,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2023,90
661,SRI SHANMUGHA COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,SALEM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2023,60
662,SRI SHANMUGHA COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,SALEM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,30-06-2021,60
663,SRI SHANMUGHA COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,SALEM,Private-Self Financing,"Anna University, Chennai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2023,60
664,GAYATRI VIDYA PARISHAD COLLEGE FOR DEGREE AND PG COURSES,Andhra Pradesh,VISHAKHAPATNAM,Private-Self Financing,"Andhra University, Visakhapatnam",MANAGEMENT,POST GRADUATE,MBA,30-06-2022,180
665,GAYATRI VIDYA PARISHAD COLLEGE FOR DEGREE AND PG COURSES,Andhra Pradesh,VISHAKHAPATNAM,Private-Self Financing,"Andhra University, Visakhapatnam",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2022,60
666,GAYATRI VIDYA PARISHAD COLLEGE FOR DEGREE AND PG COURSES,Andhra Pradesh,VISHAKHAPATNAM,Private-Self Financing,"Andhra University, Visakhapatnam",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,60
667,GAYATRI VIDYA PARISHAD COLLEGE FOR DEGREE AND PG COURSES,Andhra Pradesh,VISHAKHAPATNAM,Private-Self Financing,"Andhra University, Visakhapatnam",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE & ENGINEERING,30-06-2022,60
668,GAYATRI VIDYA PARISHAD COLLEGE FOR DEGREE AND PG COURSES,Andhra Pradesh,VISHAKHAPATNAM,Private-Self Financing,"Andhra University, Visakhapatnam",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
669,SHARAD INSTITUTE OF TECHNOLOGY POLYTECHNIC YADRAV,Maharashtra,KOLHAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,MECHANICAL ENGINEERING,30-06-2021,120
670,SHARAD INSTITUTE OF TECHNOLOGY POLYTECHNIC YADRAV,Maharashtra,KOLHAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,CIVIL ENGINEERING,30-06-2021,120
671,SHARAD INSTITUTE OF TECHNOLOGY POLYTECHNIC YADRAV,Maharashtra,KOLHAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRONICS & TELE-COMMUNICATION ENGINEERING,30-06-2021,60
672,SHARAD INSTITUTE OF TECHNOLOGY POLYTECHNIC YADRAV,Maharashtra,KOLHAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,COMPUTER ENGINEERING,30-06-2021,120
673,SHARAD INSTITUTE OF TECHNOLOGY POLYTECHNIC YADRAV,Maharashtra,KOLHAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,INFORMATION TECHNOLOGY,30-06-2021,60
674,SHARAD INSTITUTE OF TECHNOLOGY POLYTECHNIC YADRAV,Maharashtra,KOLHAPUR,Private-Self Financing,"Maharashtra State Board of Technical Education, Mumbai",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRICAL ENGINEERING,30-06-2021,120
675,TECHNIQUE POLYTECHNIC INSTITUTE,West Bengal,HOOGHLY,Private-Self Financing,"West Bengal State Council of Technical Education, Kolkata",ENGINEERING AND TECHNOLOGY,DIPLOMA,CIVIL ENGINEERING,30-06-2023,90
676,TECHNIQUE POLYTECHNIC INSTITUTE,West Bengal,HOOGHLY,Private-Self Financing,"West Bengal State Council of Technical Education, Kolkata",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRICAL ENGINEERING,30-06-2023,90
677,TECHNIQUE POLYTECHNIC INSTITUTE,West Bengal,HOOGHLY,Private-Self Financing,"West Bengal State Council of Technical Education, Kolkata",ENGINEERING AND TECHNOLOGY,DIPLOMA,ELECTRONICS & TELE-COMMUNICATION ENGINEERING,30-06-2023,60
678,TECHNIQUE POLYTECHNIC INSTITUTE,West Bengal,HOOGHLY,Private-Self Financing,"West Bengal State Council of Technical Education, Kolkata",ENGINEERING AND TECHNOLOGY,DIPLOMA,COMPUTER SCIENCE AND TECHNOLOGY,30-06-2023,60
679,TECHNIQUE POLYTECHNIC INSTITUTE,West Bengal,HOOGHLY,Private-Self Financing,"West Bengal State Council of Technical Education, Kolkata",ENGINEERING AND TECHNOLOGY,DIPLOMA,MECHANICAL ENGINEERING,30-06-2023,60
680,SF S SANDIP INSTITUTE OF TECHNOLOGY AND RESEARCH CENTRE,Maharashtra,NASHIK,Private-Self Financing,"University of Pune, Pune",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2023,60
681,SF S SANDIP INSTITUTE OF TECHNOLOGY AND RESEARCH CENTRE,Maharashtra,NASHIK,Private-Self Financing,"University of Pune, Pune",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER ENGINEERING,30-06-2023,120
682,SREYAS INSTITUTE OF ENGINEERING AND TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,120
683,SREYAS INSTITUTE OF ENGINEERING AND TECHNOLOGY,Telangana,RANGAREDDI,Private-Self Financing,"Jawaharlal Nehru Technological University, Hyderabad",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,60
684,TKM COLLEGE OF ENGINEERING,Kerala,KOLLAM,Govt aided,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,MECHANICAL ENGINEERING,30-06-2022,180
685,TKM COLLEGE OF ENGINEERING,Kerala,KOLLAM,Govt aided,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,CIVIL ENGINEERING,30-06-2022,120
686,TKM COLLEGE OF ENGINEERING,Kerala,KOLLAM,Govt aided,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,30-06-2022,120
687,TKM COLLEGE OF ENGINEERING,Kerala,KOLLAM,Govt aided,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,30-06-2022,120
688,TKM COLLEGE OF ENGINEERING,Kerala,KOLLAM,Govt aided,"APJ Abdul Kalam Technological University, Kerala",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,30-06-2022,120
689,FR CONCEICAO RODRIGUES COLLEGE OF ENGINEERING,Maharashtra,MUMBAI SUBURBAN,Private-Self Financing,"Mumbai University, Mumbai",ENGINEERING AND TECHNOLOGY,UNDER GRADUATE,COMPUTER ENGINEERING,30-06-2023,120
